yield,radiation,rain,avg_min_temp,avg_max_temp,class
0.9100285814908133,364594.60093311564,3632.7510780418033,4.0079504249860385,15.137881270322971,0
1.1252016269904204,179717.56588147988,1897.7806106742682,4.179943139836805,15.392264959311028,1
1.1140427816698486,228708.55139402882,2269.2729993360863,3.580660887388459,14.753560549638435,1
1.1387700290302887,207395.00609323263,2124.2762764550903,2.748824123801284,13.720994575191167,1
1.3693271789637358,344873.81852422224,3477.9660896240534,3.5461028550213576,14.582745916788454,1
0.9183159877041303,365259.6353474986,3641.5700399417537,4.026055347756337,15.157454277543124,0
1.475,195278.82,2047.5200000000002,2.3548,13.2404,1
1.46625,124268.43,1424.11,3.7791,14.9567,1
0.64125,138408.68,1480.73,4.3909,15.7773,0
0.9290476190476191,366120.81,3652.99,4.0495,15.1828,0
0.7388095238095238,350854.89,3450.55,3.6339000000000006,14.733500000000001,0
1.0827272727272728,209414.53,2137.07,2.8145,13.801099999999998,1
1.19,228468.38,2268.68,3.5704,14.7427,1
1.076,228828.84,2269.57,3.5858,14.759,1
1.6054761904761903,333477.75,3384.09,3.2761000000000005,14.260900000000001,1
0.828125,166501.71,1770.61,5.73,17.2198,0
0.6932014794326371,146218.57683074492,1561.3169958952928,4.7631714440574955,16.178316771005104,0
