yield,radiation,rain,avg_min_temp,avg_max_temp,class
1.0230000000000001,275390.83,2894.76,4.5411,15.091399999999998,0
0.6639999999999999,376919.09,3809.25,3.9,14.4619,0
0.7539152091502351,332233.0821032193,3701.896711152973,4.294864398055116,14.813670539768342,0
1.0232831522927945,351347.7132588912,2833.4430415131187,4.530492376871227,14.704714165976235,0
0.8671450598285901,260180.35272388736,3661.0228387450125,3.8971793725994135,14.34361286473513,0
0.6706567402383576,317900.1606307222,2736.3006645943738,4.222971997305397,14.685341226535428,0
0.727165239885073,377361.3218192906,3984.070883062221,4.647496419397914,14.592164723558673,0
0.6893895555978499,338991.0077597504,3401.386217429118,4.564366895397093,14.401402691376328,0
1.0699030414961181,276464.91432424256,3834.184440439895,4.259726455443378,15.173528018152833,0
0.6498744105575113,314162.9893102248,3642.1981952711744,4.438418188713301,14.956901778843752,0
0.831375428504326,386985.98630572075,3075.699367654144,4.52237035075487,14.96296742234586,0
0.7953113262027087,331304.62761671457,3400.9077457814906,4.636915097661888,15.140187519433146,0
0.839841184541466,292592.1610301844,3685.030689241154,4.355757606000379,14.438377834541871,0
0.9912870252230224,331635.8376511545,3605.2500506415317,4.099183577053044,14.473024283263358,0
0.8782239459206704,321601.46799745806,2825.2951229000564,4.492857271170939,15.0235608724983,0
0.6893192539392127,379735.64346553315,3365.5368876538605,4.03104511841135,14.917627195314443,0
0.9415436773285508,364299.0632259131,3727.227263465364,4.1239128851199744,14.970054098957634,0
1.0402128103246489,303405.9328939923,3098.6515645867316,4.315361772700056,14.555387442166285,0
1.0505286167169772,276209.8955301269,2780.4520615690235,3.924084009467718,14.93593267660841,0
0.6086904737260804,274462.90881732095,3116.110445060091,4.546779843716676,14.94280552226013,0
0.7260942317915067,325626.9868808471,3034.5825707178838,4.626334197997741,15.207928373089077,0
0.8604724184994789,305116.1372516828,3346.283895863929,4.057040667048877,14.831855152551958,0
0.7451086246375455,301822.7020847816,3695.5184673713393,4.121089450729005,14.645667938914864,0
1.0354695742887046,375406.5562194456,3700.145932297999,4.227971278074508,14.624395234014294,0
0.6227358858656472,267763.4247292189,3170.7713610307956,4.504277632850803,15.029365192357403,0
