yield,radiation,rain,avg_min_temp,avg_max_temp,class
1.4268,115786.58,1009.08,2.0242,12.79,1
1.771111111111111,26518.36,252.69999999999996,12.9497,24.3164,1
1.1944,130742.75,1213.91,3.4019,14.2146,1
1.3244444444444445,41061.0,336.42,13.7771,25.2588,1
0.8092,145274.02,1297.63,4.4011,15.2895,0
1.167906976744186,203030.7458139535,2084.2330232558143,4.758874418604651,15.199581395348837,1
1.3506976744186046,186152.2358139535,1941.913023255814,3.9165,14.297102325581395,1
1.2050970261227574,199596.6945831038,2055.277021145763,4.587487435450001,15.015965699392797,1
1.751111111111111,111718.15,1246.21,3.8601000000000005,14.0698,1
1.5316,216122.46,2207.42,2.7176,13.1731,1
1.1651528635387098,307807.9117803347,3065.6445090373636,3.7039317152299875,14.073518954493654,1
1.3972093023255814,295219.9058139535,2982.363023255814,3.3583651162790695,13.663306976744186,1
1.1130232558139534,310635.70581395354,3084.3530232558137,3.781560465116279,14.165669767441862,0
1.631607831105135,292162.57868568884,2945.3290804016665,3.258719355702443,13.557496150600775,1
2.4611627906976743,281342.45581395354,2814.263023255814,2.90606511627907,13.183023255813954,2
1.7036842105263157,326682.51,3378.13,2.8999,13.2154,1
0.9252631578947368,338567.68,3485.85,3.229,13.5643,0
0.6205263157894737,354783.88,3698.57,3.6946,14.047699999999999,0
1.0967563213666178,335949.2700857119,3462.118314549383,3.1564963081897686,13.487434189995168,0
0.6764256543855309,351809.2647605723,3659.5497514996696,3.609192761838314,13.959027622578695,0
1.7606948543410952,126680.2695535571,1156.7987449810082,3.2816585553014104,13.911941466084716,1
2.056111111111111,115426.35,1039.58,2.4201,13.0981,1
1.6772222222222224,129860.17,1189.92,3.5251,14.1419,1
1.3672222222222221,144225.8,1347.97,4.5394,15.162699999999997,1
1.424087007080733,141590.64367965492,1318.9781314616528,4.35334209263875,14.975449766504617,1
1.2561111111111112,245148.75999999998,2308.58,4.0693,14.3629,1
2.886111111111111,218579.57,1995.03,2.9238,13.183,2
2.1205555555555557,232575.44,2132.99,3.5936,13.8554,1
1.4146802961287506,242842.37568787995,2276.3706852474,3.9820400704606658,14.269806844142922,1
2.2892143342356244,229492.02387998765,2102.596170397631,3.4460370319827005,13.70726422858341,2
1.20248299792692,353807.54522423365,3627.244750248507,3.660622014674108,13.859159823213,1
2.4194444444444443,326638.41,3334.52,2.8882,12.9956,2
1.1327777777777779,356228.07,3675.9100000000003,3.7293,13.9318,1
1.5127777777777778,343032.51,3410.61,3.3549,13.5358,1
1.7125246041971336,339420.7422275718,3393.846688210755,3.252081789827302,13.41678907834735,1
2.130471753551417,223530.9419776509,2081.3899998262564,2.5792729323163335,13.141184502029072,1
1.269,239726.59,2255.81,3.2298,13.8152,1
2.1719999999999997,227626.57,2118.75,2.754,13.3262,1
1.9835,209036.19,1949.17,1.9609,12.4864,1
1.4346416152491457,237507.02537392362,2230.6684277009435,3.142521726981679,13.725500387755446,1
1.3894985545952874,147454.67715738888,1296.5720738818118,5.30525529310613,16.667540362318636,1
1.9887630231305748,132520.95778746146,1174.8986978651603,4.346941808326153,15.633851750370344,1
2.5683333333333334,121740.49,1102.98,3.7005,14.8611,2
1.2916666666666667,150125.13,1319.34,5.479499999999999,16.8507,1
1.825,135567.08,1195.22,4.5296,15.852200000000002,1
1.88,245978.12,2293.29,4.389,15.1815,1
2.6149999999999998,227269.34,2056.99,3.6697,14.463500000000002,2
2.4801754294483693,230701.1811279523,2100.335640845374,3.801644644350732,14.595206179123906,2
2.453072885200485,231391.05260791682,2109.0490166355444,3.8281682635037972,14.621681861804152,2
2.176315133909332,238435.67829798607,2198.025692322755,4.099014318610909,14.892038413405578,1
1.7283333333333333,345866.21,3029.91,3.5246,14.3512,1
3.160833333333333,332803.83,2976.89,3.1776,13.9339,2
1.5030974295380835,359459.1872674492,3145.5927933196604,3.9350873311342798,14.77181273973994,1
1.4525,362512.74,3171.58,4.0273,14.8663,1
2.0439259754425914,342988.450128143,3018.229216834462,3.4481527770946507,14.259265054413827,1
