yield,radiation,rain,avg_min_temp,avg_max_temp,class
0.7664516129032258,48010.95,301.99,12.4369,25.5838,0
2.0382608695652173,118368.72,1340.7,2.6534,13.6072,1
1.1295652173913044,148923.23,1512.65,4.7696,16.05,1
1.4219230769230768,230454.95,2535.38,2.449,13.3067,1
0.7686363636363637,373381.0,3837.77,3.1904,14.2618,0
2.0895454545454544,341395.76,3618.14,2.3466,13.2826,1
1.7016666666666669,358275.75,3910.57,3.2856,14.2627,1
1.9276666666666666,192694.50533333333,2129.744,5.26349,16.57273,1
0.6572727272727273,328244.10909090907,3621.7566666666667,4.053684848484849,15.092736363636364,0
1.115,52753.420000000006,696.37,10.809400000000002,22.652,1
0.9122580645161291,145586.28,1621.28,5.6377,16.8311,0
2.563913043478261,226066.03000000003,2411.72,3.0283,14.071899999999998,2
2.65,125849.27999999998,1323.72,3.1348,14.036700000000002,2
2.7109677419354843,233210.09,2291.76,3.26,14.3162,2
1.9345833333333333,139648.78,1419.11,3.8311000000000006,14.9779,1
1.17,372221.96,3905.39,3.7276,14.8,1
0.5328571428571428,159773.13999999998,1638.65,5.0332,16.2771,0
2.002083333333333,155318.05,1554.58,4.627,15.8895,1
0.6414285714285715,271940.28,2695.23,4.1526,15.2595,0
1.6336363636363636,159732.38,1403.44,4.9893,16.6303,1
1.0748387096774195,379930.26,3658.82,3.8993,15.0503,1
2.410344827586207,152547.1775862069,1410.0562068965517,3.058244827586207,14.437920689655172,2
2.4374193548387098,211041.76096774192,2085.0625806451612,2.9380354838709675,14.049722580645161,2
2.4413636363636364,143375.11,1327.39,4.2931,15.862600000000002,2
1.6806896551724138,295977.6975862069,2669.016206896552,3.483813793103448,14.925051724137932,1
1.4247222222222222,131016.67138888889,1079.1258333333333,5.332027777777778,17.10946388888889,1
2.14,287859.68,2634.025,2.52815,13.81225,1
2.05,250900.71,2172.43,2.9893,14.456,1
2.129583333333333,361715.52,3436.14,2.8617000000000004,14.042499999999999,1
2.75,346604.07,3267.4600000000005,2.5702,13.728299999999999,2
2.9455555555555555,221830.71666666665,1921.6948148148147,2.932714814814815,14.045259259259259,2
1.665,211258.9586111111,1743.2677777777778,4.961475,16.45777222222222,1
2.2203125,150315.89,1262.75,4.0247,15.1852,1
1.4090625,165617.1,1433.28,4.9285,16.1258,1
1.0472727272727274,375194.34,3273.4400000000005,3.4136000000000006,14.652799999999997,1
1.3528571428571428,52776.93,405.61,12.1286,24.3397,1
0.7786206896551724,378457.63,3631.4,3.374,14.4145,0
2.8625,125059.5,1350.71,3.0849,13.8677,2
2.860625,234139.25,2375.84,2.9251,13.6283,2
1.93825,139600.03,1438.44,3.8776,14.8088,1
1.6457142857142857,161158.48,1809.4,5.0774,16.1,1
1.6352499999999999,154641.39,1582.28,4.8204,15.8798,1
1.472602481567697,128168.85535748933,1280.7574636554948,5.933956307761054,17.527037091917347,1
1.9337058344985838,127293.19341823072,1260.9406827628202,3.9388504788675385,15.415163883462544,1
2.1578667891465906,140728.03297667287,1388.7259428118127,2.7276635962343008,14.126202797613656,1
2.3469230769230767,130646.69999999998,1284.21,2.0789,13.4443,2
2.0057692307692307,148838.56,1472.81,3.2496,14.674800000000001,1
1.3219512195121952,122328.43658536584,1226.4912195121951,6.692446341463415,18.332963414634147,1
2.4896969696969697,348978.73,3121.77,2.101,13.1446,2
0.8144444444444444,49564.02,457.8399999999999,12.0407,24.5402,0
1.7084848484848485,362957.29,3346.39,2.468,13.5194,1
0.7525,162120.2,1490.75,4.1776,15.5379,0
0.658076923076923,276177.42,2577.06,2.9407,14.2638,0
2.465625,128844.79,1234.19,2.2265,13.4297,2
1.3438461538461537,386295.94,3361.46,3.0443,14.508399999999998,1
2.4908333333333332,125771.96000000002,1086.63,3.9068999999999994,15.4689,2
1.558,274348.05,2292.73,3.8463000000000003,15.4095,1
2.71625,236640.91,2100.01,2.6321,13.898,2
1.82125,140303.1,1109.41,4.4626,16.2788,1
1.9725,156112.8,1252.75,5.4673,17.3845,1
2.114,370791.99,3407.1699999999996,3.5335,14.8083,1
2.2896428571428573,249787.36999999997,2310.09,4.2331,15.6503,1
1.4439393939393939,163827.27,1450.68,5.7058,17.2669,1
2.8980555555555556,233126.26999999996,2114.81,3.6967,15.0811,2
1.1099999999999999,162010.77,1450.68,5.6352,17.154,1
2.219375,371248.84,3408.49,3.5416,14.8195,1
1.675,377430.96,3545.73,4.2079,15.4469,1
2.5642105263157893,122821.68999999999,1180.08,2.9217,13.8375,2
1.7233333333333334,152137.72,1527.3499999999997,4.8139,15.885399999999999,1
1.8099999999999998,359476.7,3239.56,3.6383,14.9594,1
3.0841666666666665,344102.75,3144.35,3.3318,14.569300000000002,2
1.5779999999999998,261709.98000000004,2472.89,4.2989,15.5151,1
1.154705882352941,159487.14,1775.78,5.5157,16.281,1
1.3865384615384615,362270.91000000003,3661.7799999999997,3.6857,14.5928,1
1.746,348030.57,3524.9800000000005,3.3049,14.1674,1
1.3631578947368421,230861.05000000002,2475.1,2.9592,13.5301,1
1.2,160319.86,1775.78,5.514399999999999,16.301,1
1.5683333333333334,231579.44000000003,2484.17,2.9802,13.554499999999999,1
0.9568421052631578,373989.05,3817.6099999999997,3.7871000000000006,14.5957,0
1.1084375,141606.21,1327.61,4.9702,16.2026,1
0.6233333333333334,263376.96,2740.27,4.3953,15.2278,0
1.2545238095238094,115480.15523809525,1165.3685714285714,3.1142714285714286,13.974761904761904,1
0.8265625,124161.25,1181.94,3.7669,14.8187,0
2.017058823529412,234278.98,2506.31,3.3294,13.9552,1
0.88,256482.02,2572.74,4.4314,15.4451,0
1.245,122700.11999999998,1274.23,4.3535,15.2721,1
2.1710000000000003,225094.22000000003,2076.41,3.239,14.2244,1
1.9422727272727272,91061.56,797.16,1.4914,12.311,1
1.6552941176470588,104372.78,1043.54,2.882,13.7724,1
0.6752941176470588,380176.65,4012.73,4.2336,15.0469,0
